OMXS30
1.468582258
-0.50809313
-2.456542269
-0.375906845
1.047022811
-1.262302439
3.956697314
0.566658023
1.482340831
-0.167518329
-0.245384936
-1.165790276
-0.335370523
0.746783233
-0.191314202
-1.216087777
1.684522801
0.663206771
-1.295401257
0.813998622
1.717133043
-0.873984961
-1.914494774
-0.004208299
0.734546378
1.835472055
1.079363361
0.600976464
0.189383969
-0.210021403
-0.735969032
2.147463463
-0.429107825
-0.068583029
0.394591288
0.343591013
-0.383693428
-0.20901498
0.203364155
-0.397841453
0.266578399
1.236523572
-0.680026137
0.093585871
-2.168356826
-0.625801533
0.322459447
0.655706714
-2.347175438
0.469770412
-0.705437632
0.533064638
0.534240033
-1.321195492
0.229619233
1.939126199
1.166393884
-0.309104802
0.840342255
0.849366282
0.049998689
2.60581442
-0.580165944
-0.682958582
0.493429058
-0.561482262
-0.031543691
-0.0142752
0.543562398
-1.601303198
-0.418183122
-1.036061453
1.17623387
-0.015206581
-0.436908203
0.263574193
0.959745679
-1.254428793
-0.58043427
-1.133763735
0.35620021
-0.625791223
0.472201492
0.856986695
0.245396612
0.669535417
-1.684057188
0.247288955
-1.76536335
0.177602678
0.690351754
0.137840164
-0.343109961
0.342637907
-0.671530323
0.983920406
0.694236205
-0.615585605
0.855037808
-1.510211752
-0.083525738
-0.32016455
0.014350577
0.064504639
-0.071537115
-1.328947686
-1.093566396
2.340558788
0.242153986
-0.025432326
0.694026877
1.012220072
-0.261029429
0.256550777
-0.218110336
1.452106023
0.075453033
0.27874653
-0.02590143
0.250008273
0.612418887
0.05390016
0.665073347
0.271703351
-0.507343174
-1.022657304
0.544059258
0.330030902
0.522272874
0.131473236
-0.078123172
-0.01290612
0.268969049
-0.55848543
2.258575822
0.039108711
0.561405726
-0.585647786
-0.420747102
0.202481061
-0.070346978
0.478499252
0.049357318
-0.471521814
0.275449817
0.4923215
-0.10338048
0.708569989
-0.345975925
0.146844193
0.534062887
1.004071011
0.150856716
0.147703454
0.977164907
-0.358839651
0.591571115
-1.277132525
1.228570937
-0.06365053
-0.776333411
0.798207213
-0.344236767
0.423606137
0.802396066
-0.214746843
0.04394958
0.214652585
0.654945913
0.565508898
-0.970425521
1.349452088
-0.470944121
-1.557965448
1.109166427
0.445797568
-0.016009272
0.355020157
1.151491975
-0.743757146
-0.024746708
0.581621799
0.241491214
-0.787608776
0.195750266
0.901130304
-0.368809561
-0.63295862
-1.13791443
0.592978798
-1.286019478
0.730325197
-0.07106994
-0.049527979
-0.041431592
0.5590072
0.737539994
-0.555386642
-1.706801385
-1.209211569
-0.338355563
0.920932254
1.52259846
0.156120084
-0.856588272
-0.653001568
-0.864706045
-1.727593492
-0.072097019
0.057193675
-0.349776181
2.546666396
0.350342955
1.513501563
-0.015986468
0.287783453
0.073922598
-0.381881105
0.743446995
0.152459434
0.242740793
1.12967465
0.447424386
-0.278966382
0.078652795
0.429415101
0.395519268
0.746761864
-0.070911041
0.383140847
0.513683065
-2.430434837
-0.605530246
1.194426338
0.998827235
-1.757740239
0.229454607
-0.852810228
-0.417326347
-0.178465911
-1.882448455
0.668038079
-0.010310847
-0.692584539
-0.623656961
